state,year,month,avg_temp,min_temp,max_temp,avg_wind,min_wind,max_wind,avg_humidity,min_humidity,max_humidity
Illinois,2023,5,18.642204301075267,2.6,31.3,13.243548387096775,0.4,40.9,52.608870967741936,15,100
Illinois,2023,6,23.079444444444444,10.6,33.5,13.186944444444444,1.1,36.2,51.06111111111111,19,96
Illinois,2023,7,23.649865591397848,14.5,34.2,9.786962365591398,0.8,32.0,74.68413978494624,41,100
Illinois,2023,8,22.793817204301074,11.6,35.5,11.16760752688172,0.5,28.9,77.48655913978494,41,100
Illinois,2023,9,19.949305555555554,10.1,31.3,10.925694444444444,0.5,25.8,71.35972222222222,39,100
Illinois,2023,10,13.50497311827957,-2.5,28.5,15.033467741935484,2.6,36.4,69.125,33,97
Illinois,2023,11,6.19,-10.0,23.8,14.077499999999999,0.4,31.6,64.20555555555555,26,97
Illinois,2023,12,3.979704301075269,-8.0,15.8,14.238709677419354,0.7,37.6,75.16129032258064,26,100
Illinois,2024,1,-3.1120967741935486,-24.6,7.8,15.395967741935484,0.4,35.9,75.5497311827957,29,100
Illinois,2024,2,3.845689655172414,-11.6,23.4,15.077155172413795,1.9,37.5,67.53448275862068,17,100
Illinois,2024,3,7.722849462365591,-4.4,23.5,17.679032258064517,1.6,40.6,63.49327956989247,30,98
Illinois,2024,4,12.220277777777778,-2.2,26.1,18.080972222222222,2.5,40.1,65.78055555555555,29,97
Illinois,2024,5,18.858736559139786,8.0,31.0,13.328225806451615,0.8,34.7,68.875,31,100
Illinois,2024,6,23.62902777777778,9.1,33.0,14.493611111111111,2.9,30.7,64.23472222222222,31,98
Illinois,2024,7,22.95483870967742,12.1,32.6,10.795430107526881,0.4,38.5,76.00403225806451,39,100
Illinois,2024,8,23.003360215053764,11.4,34.2,11.31478494623656,1.5,25.2,71.65456989247312,38,99
Illinois,2024,9,20.525833333333335,7.6,31.6,12.09486111111111,0.7,41.2,63.3375,28,98
Illinois,2024,10,15.065994623655914,2.2,27.5,14.321236559139784,2.1,37.3,56.04704301075269,21,96
Illinois,2024,11,7.9961111111111105,-9.4,20.1,15.890694444444444,1.5,41.2,75.11111111111111,24,99
Illinois,2024,12,0.7798387096774194,-11.8,15.1,15.165725806451611,0.6,37.5,74.97177419354838,31,100
Illinois,2025,1,-5.57755376344086,-21.6,7.7,14.813037634408602,0.6,30.2,72.12903225806451,29,100
Illinois,2025,2,-1.7029761904761906,-18.9,17.7,14.621428571428572,0.6,32.8,67.92559523809524,26,99
Illinois,2025,3,8.468817204301075,-7.3,26.0,18.030913978494624,0.2,38.2,59.876344086021504,19,99
Illinois,2025,4,12.189305555555555,-4.1,27.9,15.729166666666666,0.6,41.4,64.09166666666667,30,98
Illinois,2025,5,16.63467741935484,6.4,31.6,13.770295698924732,0.6,39.9,64.60752688172043,21,99
Illinois,2025,6,22.947222222222223,11.2,32.7,12.027777777777779,0.3,36.9,75.30833333333334,29,100
Illinois,2025,7,25.09932795698925,18.3,31.9,9.475268817204302,0.4,26.2,80.61290322580645,43,100
Illinois,2025,8,22.133198924731182,10.5,32.3,10.097983870967742,0.6,22.5,76.83602150537635,45,100
Illinois,2025,9,20.262083333333333,8.4,31.5,8.727361111111112,0.0,24.5,66.11111111111111,28,98
Illinois,2025,10,14.988978494623655,-0.2,29.8,13.718682795698927,0.8,38.1,64.31989247311827,27,98
Illinois,2025,11,6.274166666666666,-6.6,22.4,14.736666666666666,0.5,43.1,69.57638888888889,26,100
Illinois,2025,12,-3.3585884353741493,-20.5,12.9,13.99923469387755,0.2,36.2,80.6360544217687,43,100
Indiana,2020,12,-1.073397435897436,-11.4,10.1,14.326923076923077,4.7,26.5,65.86858974358974,32,97
Indiana,2021,1,-0.5926075268817204,-8.6,8.0,11.878897849462366,1.0,28.9,75.41397849462365,29,99
Indiana,2021,2,-3.7617559523809527,-21.1,18.4,13.296875,0.0,30.4,73.24553571428571,24,98
Indiana,2021,3,7.751881720430107,-6.0,22.5,13.817876344086022,1.0,35.3,63.780913978494624,26,98
Indiana,2021,4,11.26388888888889,-4.9,27.4,13.216527777777777,1.8,32.1,64.61111111111111,30,98
Indiana,2021,5,15.57983870967742,1.8,29.3,10.757930107526882,0.8,25.7,67.50806451612904,28,99
Indiana,2021,6,22.979305555555552,12.4,33.5,10.874583333333334,0.7,28.7,71.32916666666667,28,100
Indiana,2021,7,23.701075268817203,13.6,32.4,9.084274193548387,0.4,21.9,75.08467741935483,37,99
Indiana,2021,8,24.66491935483871,14.3,33.5,8.689112903225807,0.4,22.8,73.23521505376344,32,100
Indiana,2021,9,20.970972222222223,9.9,31.3,11.853472222222223,0.5,27.6,68.77916666666667,34,98
Indiana,2021,10,15.967876344086022,3.2,28.4,11.805241935483872,1.5,29.5,79.29569892473118,40,99
Indiana,2021,11,4.848333333333334,-5.8,17.9,12.582916666666668,0.8,31.3,67.53055555555555,28,99
Indiana,2021,12,5.187231182795699,-8.2,17.5,13.255913978494624,1.6,39.6,75.09274193548387,39,100
Indiana,2022,1,-3.254301075268817,-15.8,13.8,13.425537634408602,1.8,29.7,60.28763440860215,17,98
Indiana,2022,2,-0.9254464285714286,-19.2,17.0,14.238690476190476,1.3,31.2,68.8735119047619,28,98
Indiana,2022,3,6.406586021505376,-10.5,22.9,14.222983870967742,0.5,31.9,66.22043010752688,31,99
Indiana,2022,4,10.235833333333334,-2.2,27.1,15.099583333333335,2.0,33.4,67.3861111111111,26,100
Indiana,2022,5,18.600403225806453,6.8,30.1,13.226209677419353,1.0,28.7,71.03897849462365,27,100
Indiana,2022,6,22.941666666666666,12.9,34.7,10.078611111111112,0.0,24.4,61.96527777777778,25,100
Indiana,2022,7,24.817204301075268,15.8,34.7,9.825537634408603,0.0,25.2,70.01747311827957,28,100
Indiana,2022,8,23.171639784946237,14.3,33.3,9.321908602150538,0.0,24.1,74.70430107526882,37,100
Indiana,2022,9,19.69847222222222,6.6,31.4,10.005138888888888,0.4,27.7,71.15555555555555,32,99
Indiana,2022,10,12.523252688172041,0.8,24.9,13.60766129032258,0.8,30.0,58.969086021505376,19,99
Indiana,2022,11,6.424722222222223,-8.9,23.0,13.02513888888889,1.3,38.4,66.85694444444445,20,99
Indiana,2022,12,0.3548387096774194,-23.5,13.4,13.55497311827957,0.5,39.3,72.22983870967742,24,100
Indiana,2023,1,2.4721774193548387,-10.4,17.5,12.798924731182796,1.6,36.2,79.63978494623656,32,100
Indiana,2023,2,4.04047619047619,-11.0,19.7,14.413839285714285,0.4,40.6,64.9047619047619,16,97
Indiana,2023,3,5.1392473118279565,-7.6,21.1,14.925403225806452,0.7,39.8,67.91532258064517,24,99
Indiana,2023,4,11.433472222222223,-1.4,27.5,13.310416666666667,0.4,40.0,62.606944444444444,23,96
Indiana,2023,5,17.457930107526884,2.9,30.5,11.38279569892473,0.8,30.3,58.931451612903224,22,100
Indiana,2023,6,21.82111111111111,11.1,32.3,11.225277777777778,0.4,30.0,57.294444444444444,14,98
Indiana,2023,7,23.956586021505377,15.2,34.2,9.338709677419354,0.0,28.9,73.10483870967742,37,100
Indiana,2023,8,22.89556451612903,12.3,33.5,10.024193548387096,0.4,26.6,73.91129032258064,35,99
Indiana,2023,9,20.010694444444447,10.2,31.9,8.476527777777779,0.7,19.7,70.58888888888889,36,100
Indiana,2023,10,13.873655913978494,-3.0,29.1,12.27231182795699,1.3,26.5,69.08736559139786,35,99
Indiana,2023,11,6.626944444444444,-8.6,24.6,12.09375,0.0,29.0,64.98611111111111,30,100
Indiana,2023,12,4.331317204301075,-6.9,15.3,11.349596774193548,1.1,35.3,74.72446236559139,30,100
Indiana,2024,1,-1.809005376344086,-19.7,9.7,13.52271505376344,0.5,37.2,74.2002688172043,23,100
Indiana,2024,2,3.693103448275862,-10.7,20.0,12.719540229885057,1.0,31.4,69.93103448275862,31,98
Indiana,2024,3,8.00268817204301,-4.2,22.4,14.358333333333334,0.7,33.2,65.55779569892474,30,99
Indiana,2024,4,12.904722222222222,-2.2,26.3,14.601111111111111,2.1,35.4,69.32222222222222,34,99
Indiana,2024,5,19.24045698924731,8.4,29.5,10.558870967741935,0.5,27.7,72.02956989247312,36,100
Indiana,2024,6,23.123472222222226,7.3,33.5,11.309166666666668,0.4,27.7,64.45,28,100
Indiana,2024,7,23.376344086021504,12.8,31.5,9.408870967741935,0.4,36.7,72.0241935483871,35,100
Indiana,2024,8,22.91451612903226,11.3,33.8,9.161021505376345,1.0,25.4,71.78629032258064,39,99
Indiana,2024,9,20.66486111111111,7.8,31.7,10.297777777777778,0.5,45.5,66.81944444444444,29,100
Indiana,2024,10,14.652150537634409,2.3,26.1,11.04018817204301,0.4,30.7,63.405913978494624,29,99
Indiana,2024,11,8.817638888888888,-8.4,24.3,12.624583333333334,0.6,30.2,76.55555555555556,27,100
Indiana,2024,12,2.065188172043011,-10.3,14.4,12.178360215053765,0.2,33.1,75.38172043010752,32,100
Indiana,2025,1,-5.427150537634409,-21.0,12.6,12.283198924731185,0.4,27.1,75.83064516129032,36,99
Indiana,2025,2,-0.7763392857142858,-15.8,16.6,11.485416666666666,0.0,30.0,74.64583333333333,34,100
Indiana,2025,3,8.176209677419354,-7.7,24.0,13.72231182795699,0.0,34.9,66.36693548387096,34,98
Indiana,2025,4,12.145138888888889,-3.8,26.3,12.207638888888889,0.3,30.9,69.46111111111111,36,98
Indiana,2025,5,16.35322580645161,5.9,29.2,10.639112903225806,0.4,28.4,72.59139784946237,32,100
Indiana,2025,6,23.590555555555557,7.1,35.8,8.965694444444445,0.2,25.0,72.62361111111112,24,100
Indiana,2025,7,26.000537634408605,18.0,35.0,7.473790322580645,0.0,19.6,74.31854838709677,31,99
Indiana,2025,8,23.17513440860215,11.8,34.2,7.876881720430107,0.4,21.3,67.51478494623656,29,99
Indiana,2025,9,21.278333333333332,9.8,31.2,6.590416666666667,0.3,19.2,61.2625,13,100
Indiana,2025,10,14.873118279569892,1.2,29.8,9.995698924731183,0.9,27.2,63.369623655913976,30,98
Indiana,2025,11,6.408888888888888,-5.4,21.7,11.3025,0.3,35.9,71.27638888888889,21,99
Indiana,2025,12,-1.7879251700680272,-20.2,14.2,11.220748299319729,0.6,30.2,79.61819727891157,36,100
Iowa,2020,12,-5.764743589743589,-16.0,2.0,14.40224358974359,1.1,29.4,73.30128205128206,27,98
Iowa,2021,1,-5.088978494623656,-18.5,4.1,15.541263440860217,1.1,39.5,86.3252688172043,49,98
Iowa,2021,2,-11.779910714285714,-28.0,4.2,18.824553571428574,1.0,45.3,80.38244047619048,61,99
Iowa,2021,3,5.958467741935484,-12.8,22.3,17.81733870967742,1.8,47.3,66.32795698924731,29,98
Iowa,2021,4,10.404583333333333,-6.2,27.2,17.11236111111111,1.3,35.1,58.1875,24,98
Iowa,2021,5,15.529166666666667,2.6,28.7,16.677150537634407,3.4,40.0,65.6760752688172,24,98
Iowa,2021,6,23.998194444444444,11.2,38.0,13.145972222222223,1.0,35.9,61.175,18,100
Iowa,2021,7,23.991532258064517,14.9,34.5,11.42258064516129,0.7,28.0,71.21370967741936,35,98
Iowa,2021,8,24.041263440860217,13.1,34.3,13.1875,0.7,31.1,69.8736559139785,39,97
Iowa,2021,9,20.966666666666665,7.4,33.5,14.239861111111113,1.8,33.1,62.856944444444444,25,98
Iowa,2021,10,13.954435483870968,0.4,27.1,15.585618279569893,0.4,36.3,68.40994623655914,25,99
Iowa,2021,11,4.430416666666667,-8.9,17.3,17.59861111111111,0.8,38.4,61.38611111111111,23,100
Iowa,2021,12,0.8479838709677419,-13.4,21.1,16.650537634408604,0.5,66.4,63.211021505376344,26,100
Iowa,2022,1,-9.918951612903225,-28.8,9.0,17.778629032258063,0.5,41.0,72.84946236559139,20,98
Iowa,2022,2,-5.629166666666667,-23.2,14.9,18.042113095238093,1.3,36.2,62.55059523809524,17,93
Iowa,2022,3,2.747043010752688,-14.1,20.7,18.116666666666667,1.1,48.3,60.990591397849464,12,100
Iowa,2022,4,7.263888888888889,-6.5,24.6,20.952222222222222,1.3,49.3,61.36527777777778,22,99
Iowa,2022,5,16.935080645161293,3.3,31.1,17.578225806451613,1.0,43.0,66.11290322580645,27,97
Iowa,2022,6,22.317916666666665,9.4,33.5,14.494444444444444,1.4,35.8,65.76388888888889,29,100
Iowa,2022,7,23.98333333333333,14.4,34.1,12.575268817204302,1.0,33.2,70.77553763440861,38,100
Iowa,2022,8,22.826075268817203,14.4,35.3,12.263709677419357,0.7,28.4,74.25806451612904,44,97
Iowa,2022,9,18.917361111111113,4.1,32.3,14.317777777777776,1.5,32.3,67.65694444444445,32,98
Iowa,2022,10,11.401612903225805,-4.7,26.5,15.259274193548386,0.8,40.5,55.71370967741935,13,93
Iowa,2022,11,3.464722222222222,-10.3,22.5,17.928055555555556,1.1,34.9,65.30694444444444,20,97
Iowa,2022,12,-5.403629032258065,-26.3,11.9,18.093682795698925,1.0,44.3,71.75403225806451,24,100
Iowa,2023,1,-4.051075268817204,-26.8,12.0,15.259543010752688,0.4,32.0,80.85215053763442,26,100
Iowa,2023,2,-2.3828869047619046,-25.4,11.8,16.919940476190476,1.8,35.3,68.36607142857143,13,98
Iowa,2023,3,1.3321236559139786,-14.1,22.8,17.06465053763441,1.1,38.5,68.05376344086021,12,99
Iowa,2023,4,10.057083333333335,-4.7,26.5,20.154027777777777,1.5,43.7,55.05138888888889,20,96
Iowa,2023,5,17.836424731182795,1.6,30.2,14.75228494623656,1.5,38.2,57.299731182795696,19,98
Iowa,2023,6,22.64541666666667,9.2,31.5,12.019166666666665,0.8,42.0,59.518055555555556,26,97
Iowa,2023,7,22.82956989247312,12.0,33.3,10.607930107526881,0.5,27.1,72.18682795698925,43,98
Iowa,2023,8,23.563306451612902,13.5,37.6,12.46989247311828,1.4,29.7,72.47983870967742,39,100
Iowa,2023,9,20.32208333333333,10.1,34.6,13.675416666666665,1.1,36.4,67.23055555555555,29,100
Iowa,2023,10,12.52997311827957,-4.7,30.5,16.72741935483871,0.8,39.0,65.62768817204301,26,98
Iowa,2023,11,4.9425,-11.6,17.6,15.104027777777777,0.5,29.7,60.604166666666664,22,93
Iowa,2023,12,1.8916666666666668,-6.7,12.9,14.501075268817203,1.0,34.6,73.3024193548387,19,100
Iowa,2024,1,-7.231989247311828,-30.9,11.6,17.31209677419355,0.4,55.5,82.19623655913979,50,100
Iowa,2024,2,2.5195402298850573,-13.6,20.0,15.555316091954023,2.8,40.1,63.785919540229884,13,96
Iowa,2024,3,5.602016129032258,-7.0,23.1,18.083736559139783,1.3,39.6,57.43010752688172,19,96
Iowa,2024,4,11.077222222222222,-1.8,26.5,20.584305555555556,3.1,48.2,59.708333333333336,24,99
Iowa,2024,5,17.307526881720428,4.4,28.6,15.433064516129033,0.8,38.8,64.75268817204301,27,98
Iowa,2024,6,22.610833333333332,12.3,33.0,15.500555555555556,1.6,39.5,67.90833333333333,31,97
Iowa,2024,7,22.353629032258063,13.4,31.8,11.405779569892472,0.4,34.0,78.63037634408602,47,100
Iowa,2024,8,22.3622311827957,11.6,33.9,13.002956989247313,0.5,33.5,75.46370967741936,42,100
Iowa,2024,9,20.02166666666667,9.9,30.0,12.926944444444445,2.6,24.6,65.23611111111111,35,100
Iowa,2024,10,14.992876344086023,0.6,31.0,17.33508064516129,0.7,39.1,51.49193548387097,21,97
Iowa,2024,11,5.352916666666666,-12.6,18.4,15.5075,0.3,37.9,75.73472222222222,24,98
Iowa,2024,12,-1.6782258064516127,-16.0,10.9,14.207795698924732,0.6,38.0,76.93682795698925,29,100
Iowa,2025,1,-6.599731182795699,-24.5,11.1,15.034543010752689,0.2,32.6,62.77150537634409,21,99
Iowa,2025,2,-5.829315476190477,-25.2,13.6,15.265178571428573,1.6,41.8,68.61607142857143,19,100
Iowa,2025,3,6.293145161290323,-8.1,24.6,17.553360215053765,0.2,47.8,64.28360215053763,15,100
Iowa,2025,4,10.373611111111112,-4.2,24.5,17.231527777777778,0.7,40.9,64.14027777777778,24,98
Iowa,2025,5,15.666935483870969,5.3,28.3,14.062903225806451,1.5,43.3,63.98252688172043,25,98
Iowa,2025,6,22.283055555555556,10.2,32.7,13.057083333333335,0.4,34.9,76.49861111111112,41,100
Iowa,2025,7,23.78951612903226,15.2,31.3,10.964381720430108,0.5,28.8,82.70161290322581,50,100
Iowa,2025,8,21.644220430107527,9.9,32.3,10.523924731182795,0.3,29.7,79.73521505376344,45,100
Iowa,2025,9,19.64541666666667,6.9,31.8,10.85875,0.7,26.2,72.21944444444445,36,100
Iowa,2025,10,13.87002688172043,0.4,29.7,15.513978494623656,1.7,38.3,68.58602150537635,31,100
Iowa,2025,11,4.549583333333333,-9.0,21.0,15.141111111111112,0.0,45.2,73.85833333333333,23,100
Iowa,2025,12,-5.356037414965987,-22.9,9.1,15.236054421768706,0.7,39.5,80.99404761904762,44,99
Kansas,2020,12,1.0384615384615385,-9.2,12.2,13.89647435897436,3.3,28.3,67.6923076923077,22,99
Kansas,2021,1,1.371236559139785,-6.8,12.4,15.50994623655914,1.5,45.5,69.6491935483871,17,99
Kansas,2021,2,-4.031398809523809,-25.8,19.1,15.494047619047619,1.4,36.4,62.538690476190474,18,99
Kansas,2021,3,9.56263440860215,-4.3,24.9,19.143413978494625,2.0,43.4,64.27553763440861,15,100
Kansas,2021,4,12.112916666666665,-1.3,28.8,17.861666666666665,1.8,41.8,58.66111111111111,19,98
Kansas,2021,5,16.86801075268817,4.6,29.0,15.5502688172043,1.1,34.4,71.20833333333333,20,100
Kansas,2021,6,24.91513888888889,12.1,38.5,13.687777777777779,0.7,34.6,64.69305555555556,20,100
Kansas,2021,7,25.77795698924731,16.5,37.0,12.223924731182796,1.5,30.9,67.57123655913979,31,99
Kansas,2021,8,26.883870967741935,16.8,36.3,15.700403225806452,1.8,33.6,62.659946236559136,27,99
Kansas,2021,9,23.312638888888888,10.5,34.0,15.324166666666667,1.3,31.9,61.361111111111114,24,100
Kansas,2021,10,15.796370967741936,2.5,32.5,15.942204301075268,1.1,43.3,66.73387096774194,30,99
Kansas,2021,11,8.402916666666668,-3.7,20.1,15.827916666666667,1.8,35.2,62.37083333333333,23,100
Kansas,2021,12,6.237231182795699,-8.8,23.1,16.398655913978494,0.4,60.0,56.149193548387096,13,96
Kansas,2022,1,-1.1168010752688171,-16.5,15.6,15.94233870967742,1.5,46.4,53.06586021505376,16,100
Kansas,2022,2,0.42217261904761905,-18.0,21.6,17.506845238095238,1.3,39.2,47.12797619047619,13,91
Kansas,2022,3,7.291263440860215,-11.3,26.6,18.55483870967742,1.4,43.2,53.280913978494624,8,100
Kansas,2022,4,13.029305555555556,-1.0,30.1,21.333055555555553,1.1,49.7,50.52777777777778,14,99
Kansas,2022,5,18.791666666666668,5.1,33.2,18.073118279569893,1.1,47.0,70.77956989247312,34,99
Kansas,2022,6,24.45263888888889,10.4,35.7,15.442916666666665,1.3,36.2,66.8625,32,99
Kansas,2022,7,26.95725806451613,18.0,37.0,13.181048387096775,1.1,28.4,63.123655913978496,24,98
Kansas,2022,8,26.909139784946237,17.1,37.0,12.292876344086022,0.4,31.0,57.99327956989247,25,98
Kansas,2022,9,22.865,10.7,35.7,14.42513888888889,1.1,31.8,53.93472222222222,26,96
Kansas,2022,10,14.970833333333333,-3.0,27.8,14.691532258064516,2.1,44.0,48.6505376344086,17,93
Kansas,2022,11,5.614722222222222,-8.2,24.1,17.722361111111113,0.5,39.8,64.56527777777778,22,100
Kansas,2022,12,-0.03911290322580646,-21.0,17.2,17.371102150537634,0.8,40.5,65.62768817204301,24,100
Kansas,2023,1,1.1540322580645161,-12.6,13.0,15.058602150537634,0.8,33.6,72.28763440860214,25,100
Kansas,2023,2,2.5788690476190474,-13.1,17.6,16.207886904761907,0.7,34.6,58.819940476190474,13,100
Kansas,2023,3,5.930913978494624,-8.6,21.2,17.37338709677419,1.8,40.9,65.04838709677419,13,100
Kansas,2023,4,13.950555555555555,-2.1,31.3,18.72861111111111,1.6,46.9,46.4625,6,98
Kansas,2023,5,19.855913978494623,4.9,33.4,12.978897849462365,1.1,31.6,59.899193548387096,13,98
Kansas,2023,6,24.10111111111111,12.6,36.8,10.996527777777779,0.5,28.1,62.32083333333333,23,99
Kansas,2023,7,26.63736559139785,16.8,38.7,12.743951612903226,0.8,27.8,62.774193548387096,30,99
Kansas,2023,8,27.000537634408605,15.2,39.8,12.65524193548387,0.7,35.9,60.52284946236559,23,100
Kansas,2023,9,23.15847222222222,12.8,34.5,13.586805555555555,1.5,34.2,57.18055555555556,21,100
Kansas,2023,10,15.058064516129033,-4.8,32.0,17.459139784946238,1.8,39.3,58.47043010752688,23,98
Kansas,2023,11,7.449583333333333,-8.1,21.4,14.349444444444446,2.4,34.0,67.58888888888889,25,100
Kansas,2023,12,4.0912634408602155,-4.8,16.2,15.825537634408603,0.5,32.3,73.85349462365592,28,100
Kansas,2024,1,-4.156182795698925,-23.9,16.2,13.85752688172043,0.5,39.2,80.32123655913979,44,100
Kansas,2024,2,6.532183908045977,-10.9,24.5,15.75014367816092,0.7,39.2,63.35201149425287,17,98
Kansas,2024,3,9.528897849462366,-5.6,27.0,17.92325268817204,3.0,38.9,57.803763440860216,17,100
Kansas,2024,4,15.04861111111111,2.3,32.7,18.80527777777778,0.4,46.5,51.88472222222222,13,98
Kansas,2024,5,18.81975806451613,9.8,29.9,14.19502688172043,0.8,43.7,69.9502688172043,25,100
Kansas,2024,6,24.897916666666667,13.3,35.8,15.974166666666665,1.1,44.3,68.38194444444444,32,100
Kansas,2024,7,25.82567204301075,15.6,37.7,13.634543010752688,1.0,31.6,63.215053763440864,29,99
Kansas,2024,8,25.031586021505376,15.1,35.5,12.479435483870969,1.6,28.4,68.27016129032258,33,99
Kansas,2024,9,21.681527777777777,12.3,34.6,12.445416666666668,0.4,29.0,61.475,28,96
Kansas,2024,10,17.876209677419354,0.4,31.8,16.589247311827958,1.3,49.0,47.233870967741936,21,97
Kansas,2024,11,8.69986111111111,-6.7,20.8,17.360833333333332,1.1,53.6,70.8638888888889,24,99
Kansas,2024,12,2.7440860215053764,-8.6,14.1,15.76975806451613,0.0,34.9,71.65994623655914,29,100
Kansas,2025,1,-4.978360215053764,-24.1,10.9,16.14475806451613,0.2,40.7,76.54704301075269,35,100
Kansas,2025,2,-2.1930059523809526,-24.0,19.3,17.330357142857142,1.3,39.9,66.56845238095238,28,100
Kansas,2025,3,10.592204301075268,-3.5,28.0,22.169489247311827,0.2,59.9,52.11827956989247,10,98
Kansas,2025,4,14.15736111111111,0.1,29.8,21.234583333333333,1.3,47.7,62.25,21,99
Kansas,2025,5,17.05282258064516,6.3,29.5,15.336290322580647,0.4,39.9,69.51747311827957,27,99
Kansas,2025,6,23.189027777777774,11.4,32.2,16.891111111111112,0.8,45.7,76.3125,30,100
Kansas,2025,7,26.34193548387097,18.2,33.2,15.260618279569892,0.5,34.3,73.41935483870968,41,98
Kansas,2025,8,23.775403225806453,13.7,34.3,13.838978494623657,0.3,35.7,74.67069892473118,48,100
Kansas,2025,9,20.728472222222223,10.1,30.0,12.266666666666667,0.5,29.6,76.925,46,100
Kansas,2025,10,16.34905913978495,0.2,28.9,18.24233870967742,0.7,49.2,69.65322580645162,27,99
Kansas,2025,11,8.642777777777779,-7.5,22.8,16.627222222222223,1.0,44.5,68.1875,25,100
Kansas,2025,12,2.302891156462585,-12.6,20.0,17.040986394557823,1.0,56.8,66.92602040816327,22,100
