state,year,month,avg_temp,min_temp,max_temp,avg_wind,min_wind,max_wind,avg_humidity,min_humidity,max_humidity
Alabama,2023,10,19.04193548387097,7.9,30.0,10.621236559139785,0.5,25.8,63.67204301075269,24,100
Alabama,2023,11,12.895555555555555,-1.3,25.4,9.71486111111111,0.4,25.4,70.09027777777777,26,100
Alabama,2023,12,9.853360215053764,-0.6,22.2,11.076478494623656,0.8,26.0,70.85618279569893,35,100
Alabama,2024,1,6.651612903225807,-9.3,22.0,12.362231182795698,0.4,34.4,71.48521505376344,18,100
Alabama,2024,2,11.488074712643678,-0.8,25.0,11.824281609195403,0.5,28.0,68.54022988505747,29,100
Alabama,2024,3,14.591397849462366,0.0,26.4,10.83010752688172,0.0,34.5,71.73118279569893,29,100
Alabama,2024,4,18.01,5.1,29.5,11.584027777777777,0.8,29.7,69.55972222222222,29,100
Alabama,2024,5,23.24959677419355,13.2,33.0,8.850806451612904,0.4,21.5,73.8225806451613,29,100
Alabama,2024,6,26.35236111111111,17.2,36.5,8.523055555555556,0.4,27.9,67.29166666666667,26,100
Alabama,2024,7,26.87755376344086,19.9,36.2,6.750268817204301,0.4,22.0,78.3239247311828,28,100
Alabama,2024,8,27.382930107526885,19.0,35.8,8.579569892473119,1.5,17.7,64.91532258064517,27,98
Alabama,2024,9,24.126944444444447,16.6,34.2,10.015972222222222,0.2,33.8,72.77638888888889,35,100
Alabama,2024,10,19.919892473118278,6.6,30.8,9.301209677419354,0.7,18.2,62.42204301075269,26,97
Alabama,2024,11,16.564861111111114,-1.4,28.9,11.6325,0.4,29.9,75.19027777777778,27,100
Alabama,2024,12,9.604435483870967,-4.2,23.5,11.665994623655914,0.2,35.2,70.48252688172043,22,100
Alabama,2025,1,4.956048387096774,-11.1,22.4,10.720564516129032,0.4,28.0,62.78360215053763,13,99
Alabama,2025,2,12.164285714285715,-5.8,26.2,11.203720238095238,0.8,32.6,68.69940476190476,26,100
Alabama,2025,3,14.800403225806452,1.5,26.5,13.212096774193547,0.2,40.4,60.44220430107527,21,100
Alabama,2025,4,19.393472222222222,4.6,29.6,11.3825,0.0,31.7,71.46527777777777,30,100
Alabama,2025,5,21.649865591397848,9.3,30.5,9.626881720430108,0.4,26.3,81.99327956989248,41,100
Alabama,2025,6,24.875416666666666,15.4,34.0,6.908055555555555,0.2,23.3,83.77638888888889,46,100
Alabama,2025,7,27.41962365591398,21.0,35.8,7.441666666666667,0.4,17.8,77.08333333333333,42,100
Alabama,2025,8,25.160887096774193,17.4,33.5,7.366263440860215,0.4,18.7,79.73655913978494,33,100
Alabama,2025,9,24.97361111111111,17.0,33.8,7.939583333333333,0.2,18.7,63.734722222222224,27,100
Alabama,2025,10,19.1494623655914,4.1,30.0,11.698387096774194,1.2,27.1,67.84139784946237,25,99
Alabama,2025,11,13.460277777777778,-3.8,25.7,9.325,0.0,26.9,69.85138888888889,22,100
Alabama,2025,12,8.567006802721087,-6.4,24.2,9.332397959183673,0.4,28.7,72.95663265306122,23,100
Alaska,2020,12,-15.141666666666666,-19.2,-11.7,4.291025641025641,0.5,12.2,81.90384615384616,27,99
Alaska,2021,1,-14.877150537634408,-20.8,-10.2,3.947043010752688,0.0,14.1,72.52553763440861,6,100
Alaska,2021,2,-17.852083333333333,-30.4,-9.7,4.497767857142857,0.4,14.3,61.67113095238095,3,100
Alaska,2021,3,-20.432526881720428,-30.3,-7.0,3.5928763440860214,0.0,8.8,68.10887096774194,5,100
