state,year,avg_temp,min_temp,max_temp,avg_wind,min_wind,max_wind,avg_humidity,min_humidity,max_humidity
Pennsylvania,2021,11.598595890410959,-18.5,36.0,9.269394977168949,0.0,35.2,71.81187214611872,23,100
Pennsylvania,2022,10.978584474885844,-19.7,37.0,9.642842465753425,0.0,33.9,68.37602739726027,15,100
Pennsylvania,2023,11.832431506849316,-11.7,34.2,9.070171232876712,0.0,37.0,70.03470319634704,12,100
Pennsylvania,2024,11.863923041894353,-12.6,35.2,9.060667122040073,0.0,39.9,71.14469489981785,22,100
Pennsylvania,2025,11.030712459321245,-21.0,34.7,10.379864016736402,0.0,43.0,68.90527661552767,23,100
Rhode Island,2020,2.1727564102564103,-5.6,15.1,15.267307692307691,3.3,35.1,67.3525641025641,26,100
Rhode Island,2021,11.326221461187215,-16.1,34.5,12.282100456621004,0.0,42.0,72.52922374429224,16,100
Rhode Island,2022,11.425616438356164,-15.9,36.5,12.82607305936073,0.0,38.5,69.22888127853881,14,100
Rhode Island,2023,11.7312899543379,-22.7,32.8,11.872077625570775,0.0,43.1,73.42203196347032,8,100
Rhode Island,2024,11.387727686703096,-13.4,33.0,12.503460837887067,0.4,46.4,71.90551001821494,17,100
Rhode Island,2025,10.931136680613669,-15.7,36.4,13.74049860529986,0.2,44.7,70.43985355648536,17,100
South Carolina,2020,5.720512820512821,-4.8,16.6,9.089102564102564,0.0,30.0,72.62820512820512,31,100
South Carolina,2021,18.132054794520545,-3.6,36.4,9.647100456621006,0.0,32.8,71.16940639269406,17,100
South Carolina,2022,18.135787671232876,-10.1,37.8,10.22304794520548,0.0,38.9,68.52933789954338,13,100
South Carolina,2023,18.4136301369863,-2.8,36.5,9.952990867579908,0.0,35.6,69.70867579908676,19,100
South Carolina,2024,18.397427140255008,-6.8,37.2,10.253051001821493,0.0,48.2,69.83367486338798,18,100
South Carolina,2025,18.03466410971641,-7.4,38.0,9.631008833100884,0.0,34.0,68.67637145513714,17,100
South Dakota,2020,-6.049358974358975,-14.4,3.3,13.656089743589742,1.4,33.1,77.47115384615384,52,92
South Dakota,2021,9.966826484018265,-27.4,38.2,16.34222602739726,0.4,56.2,59.61312785388128,16,100
South Dakota,2022,7.955707762557077,-30.1,37.5,17.743162100456622,0.4,58.4,58.95662100456621,13,100
South Dakota,2023,8.63439497716895,-28.6,36.0,15.671940639269408,0.4,48.8,67.88253424657535,9,100
South Dakota,2024,9.203312841530053,-30.4,35.8,16.77002504553734,0.2,48.4,65.34585610200364,17,100
South Dakota,2025,8.774087633658763,-27.3,36.8,17.32070548582055,0.2,53.7,68.37784751278475,19,100
Tennessee,2020,4.7057692307692305,-8.0,16.4,13.390064102564102,2.6,23.1,68.24679487179488,26,100
Tennessee,2021,15.363972602739725,-11.1,35.5,10.243481735159817,0.0,32.0,74.64954337899543,24,100
Tennessee,2022,15.23675799086758,-18.5,37.8,10.67455479452055,0.0,37.3,69.64383561643835,14,100
